username,Display Name,Profile pic,topmate_link,category,title,earnings,bookings,source,classification_method,earnings_rank ,category_link
arunm,Arun M,https://topmate-staging.s3.ap-south-1.amazonaws.com/9orDVNGjd5cXYzkmMwVJNV.png,https://topmate.io/arunm,Software Engineering,Software Engineer at Zoho | Educator | Creator at One Stop Frontend | I help you gain expertise for Frontend Interviews 🔥,141972,322,categorizedusers,original,20,https://awards.topmate.io/software-engineering
srinidhi_chintala,Srinidhi Chintala,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_e702488f-8729-48f8-a1cb-a36f9581d2a1.jpeg,https://topmate.io/srinidhi_chintala,Software Engineering,Software Engineer at Microsoft,140885,220,categorizedusers,original,21,https://awards.topmate.io/software-engineering
akanksha_buchke,Akanksha Buchke,https://topmate-staging.s3.ap-south-1.amazonaws.com/ryZTZNojTsFdNS1ktuiSaj.jpg,https://topmate.io/akanksha_buchke,Software Engineering,"Senior Software Engineer at Intuit | Ex - TCS | Tech, interviews, DSA, system design, jobs, hirings, coding and career growth",140510,564,categorizedusers,original,22,https://awards.topmate.io/software-engineering
ashveen_bansal,Ashveen Bansal,https://topmate-staging.s3.ap-south-1.amazonaws.com/iU9z5zKvodiMj45LRx17kQ.jpg,https://topmate.io/ashveen_bansal,Software Engineering,,138757,63,top400earners,llm_haiku,23,https://awards.topmate.io/software-engineering
utpal_mahata,UTPAL MAHATA,https://static.topmate.io/qn8iXci68CG1Q4pCx7yfRH.jpeg,https://topmate.io/utpal_mahata,Software Engineering,,136212,227,top400earners,llm_haiku,24,https://awards.topmate.io/software-engineering
bharat_ahuja,Bharat  | Principal Engineer @ Microsoft,https://topmate-staging.s3.ap-south-1.amazonaws.com/dNrmLQGZcRUbTapkEy1ztU.jpg,https://topmate.io/bharat_ahuja,Software Engineering,Principal Software Engineer and career coach with more than 11 yrs of experience with launching and scaling products at Microsoft.,0,,,,25,https://awards.topmate.io/software-engineering
techie_codebuddy,Techie CodeBuddy,https://static.topmate.io/bska7LBScpzZqdxp8QeHyE.jpg,https://topmate.io/techie_codebuddy,Software Development,,124019,2338,top400earners,original,1,https://awards.topmate.io/software-development
yomeshgupta,Yomesh Gupta,https://topmate-staging.s3.amazonaws.com/iyzZY8L6LE3uUuteqHNueF.jpeg,https://topmate.io/yomeshgupta,Software Development,"Lead Frontend Engineer at Apollo.io with 9 years of work experience. Ex-Razorpay, Ex-OLX. Creator of www.devtools.tech and youtube.com/devtoolstech",120271,96,categorizedusers,original,2,https://awards.topmate.io/software-development
ajaykumarojha,Ajay Kumar Ojha,https://static.topmate.io/dmYgz6UWwomLgmFw9kPYDD.webp,https://topmate.io/ajaykumarojha,Software Development,Java Full Stack Developer | Agentic Ai Developer | Data Modeling | Data Science | Problem Solver | Quick Learner | Strong in DSA,115819,854,categorizedusers,original,3,https://awards.topmate.io/software-development
tanisha_taneja10,Tanisha Taneja,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_5a13e330-1661-4270-b5e0-61ca564e9ee5.jpeg,https://topmate.io/tanisha_taneja10,Software Development,Google | Talent Acquisition,104256,25,categorizedusers,original,4,https://awards.topmate.io/software-development
murali_k,Murali Kathir,https://topmate-staging.s3.ap-south-1.amazonaws.com/iQvQ99ZySzaSzk58FAB4cq.jpg,https://topmate.io/murali_k,Software Development,,100828,76,top400earners,llm_haiku,5,https://awards.topmate.io/software-development
jay_tiwari,Jay Tiwari,https://static.topmate.io/iPvPVLbaxG4uQAAA9zYUbL.jpeg,https://topmate.io/jay_tiwari,Software Development,,99766,3502,top400earners,llm_haiku,6,https://awards.topmate.io/software-development
not_cyborg,Not Cyborg,https://static.topmate.io/4aD3HNuNhTxg3agV4uqpfd.png,https://topmate.io/not_cyborg,Software Development,,99270,356,top400earners,llm_haiku,7,https://awards.topmate.io/software-development
scortier,Aditya Singh Sisodiya,https://static.topmate.io/8RKDN6jMfSkvUrhg4dyz6t.jpg,https://topmate.io/scortier,Software Development,SDE-2 at Uber | Ex-Microsoft | Ex-Gojek | Mock Interviews | Resume Review | Mentorship | Career Coach,97271,112,categorizedusers,original,8,https://awards.topmate.io/software-development
upamanyu_deka,Upamanyu Deka,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_c3bfc45d-fcb0-4291-86d4-797d5fb5d761.jpeg,https://topmate.io/upamanyu_deka,Software Development,,93130,593,top400earners,llm_haiku,9,https://awards.topmate.io/software-development
gauravghai,Gaurav Ghai,https://static.topmate.io/9GBw52dkEsuqFYvvpzfmut.jpg,https://topmate.io/gauravghai,Software Development,Founder @ One Roadmap | SDE-3 at Quantiphi | Career Coach & Mentor | Resume Strategist | Gen AI | LinkedIn Top Voice | 500K+ Instagram & YT | Empowering Freshers to Navigate Career Success,91998,558,categorizedusers,original,10,https://awards.topmate.io/software-development
ghalia_boustani,Ghalia BOUSTANI,https://static.topmate.io/o3zE8BdVdhKU5x6mCaPY8S.jpg,https://topmate.io/ghalia_boustani,Software Development,,90000,49,top400earners,llm_haiku,11,https://awards.topmate.io/software-development
uiuxtelugu,UI UX Telugu,https://static.topmate.io/iZYzkbKtSEv8EEpHXpfoWD.png,https://topmate.io/uiuxtelugu,Software Development,,87574,227,top400earners,llm_haiku,12,https://awards.topmate.io/software-development
harshit_kr_kushwaha,Harshit Kushwaha,https://static.topmate.io/q8cKNdTjrwqvKmvgrQzLSf.jpg,https://topmate.io/harshit_kr_kushwaha,Software Development,,85865,359,top400earners,llm_haiku,13,https://awards.topmate.io/software-development
chandrabhan_maurya,Chandrabhan Maurya,https://static.topmate.io/3mVXkbKsotpRA9XpZ1K4Zu.png,https://topmate.io/chandrabhan_maurya,Software Development,,85246,2459,top400earners,llm_haiku,14,https://awards.topmate.io/software-development
ashishcode,Ashish Kumar,https://static.topmate.io/tFNmbczU3eWai4G8V4ES3u.jpg,https://topmate.io/ashishcode,Software Development,DSA Trainer | Mentor | Helped 100s of students in getting placed,78775,231,categorizedusers,original,15,https://awards.topmate.io/software-development
dinesh_varyani,Dinesh Varyani,https://topmate-staging.s3.ap-south-1.amazonaws.com/mcSVPtnXKKMkwAQiNu2EX9.png,https://topmate.io/dinesh_varyani,Software Development,,73962,149,top400earners,llm_haiku,16,https://awards.topmate.io/software-development
shobhakartiwari,Shobhakar Tiwari,https://static.topmate.io/dHuSeWcqe1TUuS3vWNuFvM.png,https://topmate.io/shobhakartiwari,Software Development,"Building for Apple Platforms in United States of America | Linked-In (8k+) | Medium (1.4k+) | StackOverflow(1.1 M+ reach) | Interest in Algorithms, AI & Machine Learning",70416,237,categorizedusers,original,17,https://awards.topmate.io/software-development
suryakant_chaurasiya,Suryakant Chaurasiya,https://topmate-staging.s3.amazonaws.com/uac7vPAq8dUYrY5HJXdNfm.png,https://topmate.io/suryakant_chaurasiya,Software Development,Founder @NxtHiring | 5-6 Years Experience in Tech Industry | Speaker | Data Analyst | Mentor | Career Coach,69581,362,categorizedusers,original,18,https://awards.topmate.io/software-development
joshua_talreja,Joshua Talreja,https://static.topmate.io/ahdAMTBpyfA2v8C9dUMDHu.png,https://topmate.io/joshua_talreja,Software Development,"Career Architect for Executives, Engineers, Product, Data Leaders & Recruiters — 100+ Global Clients, 4.9/5 Rating",68688,75,categorizedusers,original,19,https://awards.topmate.io/software-development
amitesh_kumar_ray,Amitesh Kumar Ray,https://static.topmate.io/k72eqmk8Gw6Ez2MVYuxsUK.JPG,https://topmate.io/amitesh_kumar_ray,Software Development,,66915,1306,top400earners,llm_haiku,20,https://awards.topmate.io/software-development
naina_liftss,Sunaina,https://static.topmate.io/gvuiPCVTjE1KqDpMycmS93.jpeg,https://topmate.io/naina_liftss,Software Development,,66234,74,top400earners,llm_haiku,21,https://awards.topmate.io/software-development
coding_guru10,CodingGuru,"https://topmate.io/cdn-cgi/image/width=640,quality=90/images/common/default_profile_pic.jpg",https://topmate.io/coding_guru10,Software Development,,65641,3,top400earners,llm_haiku,22,https://awards.topmate.io/software-development
manjinder_brar,Manjinder Brar,https://static.topmate.io/h3u1S84Qq1njphNVaAmsA6.jpeg,https://topmate.io/manjinder_brar,Software Development,"Senior Data Engineer | Built Real-Time Pipelines Saving $1M+ | 5+ YOE in Scalable Pipelines, Real-Time Analytics & Cloud & DevOps Data Warehousing |Fintech & E-commerce | Writing on Data Engineering, ETL, & Analytics @ Medium",65565,69,categorizedusers,original,23,https://awards.topmate.io/software-development
akash_kumarr,Akash Kumar,https://static.topmate.io/8hWdXXocea1v5yAooXE1Md.jpg,https://topmate.io/akash_kumarr,Software Development,"SDE @ Suma Soft | Ex-Solution Analyst @ Sankey Solutions | Talks about D.S.A, JavaScript, MERN, Microservices, System Design,  Kafka, jobs",0,,,,24,https://awards.topmate.io/software-development
vamsi_krishna13,Vamsi Karuturi,https://static.topmate.io/fFdws5GcmVAonX8xrgzwN7.jfif,https://topmate.io/vamsi_krishna13,Software Development,Software Engineer - III  @Walmart  | Ex-Siemens | Ex-Capgemini | Java Backend  |  VNR VJIET,0,,,,25,https://awards.topmate.io/software-development
engineeringdigest,Vipul Tyagi,https://static.topmate.io/xkY79tQBdLTFAXuLF5imrb.jpeg,https://topmate.io/engineeringdigest,Tech Learning,,106016,80,top400earners,original,1,https://awards.topmate.io/tech-learning
sumit_lad,Sumit Lad,https://static.topmate.io/ai5cyp2ydiooEXwQBDQWaN.png,https://topmate.io/sumit_lad,Tech Learning,,102588,104,top400earners,original,2,https://awards.topmate.io/tech-learning
uppal,Rajendra Uppal,https://static.topmate.io/6BHGqrQiCcTLQTVCEzUZhP.jpg,https://topmate.io/uppal,Tech Learning,"17 years of experience building scalable products and high performing teams in startups, growth stage and big tech companies. Previously @ Microsoft, Adobe. Masters in Computer Science from IIT Delhi.",64079,45,categorizedusers,original,3,https://awards.topmate.io/tech-learning
investmoneyuae,Vaibhav Yadav,https://static.topmate.io/fU2ifd59XDoZg9VHzVT14A.jpeg,https://topmate.io/investmoneyuae,Tech Learning,,63910,123,top400earners,llm_haiku,4,https://awards.topmate.io/tech-learning
himakhaitan,Himanshu Khaitan,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_9374c580-20c6-48c9-899b-bc90ccd67cfd.jpeg,https://topmate.io/himakhaitan,Tech Learning,,63440,264,top400earners,llm_haiku,5,https://awards.topmate.io/tech-learning
primecoding19,Aditya Mishra,https://topmate-staging.s3.amazonaws.com/fbjcSdLBa76T3rYXhCEbcu.png,https://topmate.io/primecoding19,Tech Learning,"Hi, I’m Aditya Mishra, a Global Hackathon Winner, Founder of Prime Coding (98% MNC placement rate), and YouTuber with 55k+ subs. I mentor students to excel in coding, placements, and hackathons. Let’s turn your challenges into success! 🚀",59345,5318,categorizedusers,original,6,https://awards.topmate.io/tech-learning
mahimahans,Mahima Hans,https://static.topmate.io/qYVNegbFznzVTHNr3pSGfF.jpeg,https://topmate.io/mahimahans,Tech Learning,"I'm a software engineer at Microsoft and I'm here to guide you and help you with your placement journey because, with the right guidance, it becomes easy to reach there!",58341,64,categorizedusers,original,7,https://awards.topmate.io/tech-learning
pratiksha_more11,Pratiksha More,"https://topmate.io/cdn-cgi/image/width=640,quality=90/https://static.topmate.io/hx96Mufeu9YdiLZqySeJeU.png",https://topmate.io/pratiksha_more11,Tech Learning,,58313,7,top400earners,llm_haiku,8,https://awards.topmate.io/tech-learning
debjeetroy,Debjeet Roy,https://static.topmate.io/97WdbaB3fyFav9SCLptkVb.jpeg,https://topmate.io/debjeetroy,Tech Learning,"Principal Consultant at Genpact | Ex - CGI | 7+ years of experience in JAVA language and frameworks like Spring JPA, Microservices | 5* Gold Badge in JAVA @ Hacker Rank🏅| Career Counsellor | Helping People to Code👨‍💻",57186,164,categorizedusers,original,9,https://awards.topmate.io/tech-learning
javainterviewbuddy,Java Interview buddy,https://static.topmate.io/oTPfzd4a6Pa32QkPNhCBqg.png,https://topmate.io/javainterviewbuddy,Tech Learning,"I’m a Senior Consultant with 11+ years in enterprise-grade systems, having worked at companies like, Accenture, L&T Infotech, ITC Infotech etc.",53382,113,categorizedusers,original,10,https://awards.topmate.io/tech-learning
mlwhiz,Rahul Agarwal,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_918835d3-a6f6-43c8-b14d-b62d4f9c08e7.jpeg,https://topmate.io/mlwhiz,Tech Learning,"Staff Machine Learning Engineer @Roku | Ex - Meta, Walmart, Citi | DS/AI/ML",51911,18,categorizedusers,original,11,https://awards.topmate.io/tech-learning
shaswati_sen,Shaswati Sen,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_49e59040-f418-4a8b-965a-4f6b2de85ac7.jpeg,https://topmate.io/shaswati_sen,Tech Learning,I am a tech recruiter specializing in identifying and hiring India's top 1% tech talent. I can help you in landing your next opportunity.,51030,150,categorizedusers,original,12,https://awards.topmate.io/tech-learning
snehansu_amazon_ml_scientist,Snehansu S Sahu,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_cba6483a-ec69-49aa-a222-52d7d4b17693.jpeg,https://topmate.io/snehansu_amazon_ml_scientist,Tech Learning,"Senior Applied Scientist @ Amazon [Data Science, Machine Learning (ML) & AI] | Masters in CS @ IISc, Bengaluru [Highest GPA of the Batch] | BTech ECE NIT, Nagpur (VNIT) [Highest GPA of the Batch] | 8+ years Experience in DS, ML & AI",50890,33,categorizedusers,original,13,https://awards.topmate.io/tech-learning
saksham_sharma16,Saksham Sharma,https://static.topmate.io/p1DcPfqKVLs1J1bHbcg4JD.jpeg,https://topmate.io/saksham_sharma16,Tech Learning,Founder at CareerKunj | Ex TCS HR & Recruiter,43951,127,categorizedusers,original,14,https://awards.topmate.io/tech-learning
dpenhadavid,David Dpenha,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_b6330ad5-0b95-4d13-94a9-539bfb084d8f.jpeg,https://topmate.io/dpenhadavid,Tech Learning,"Talent Acquisition @ Microsoft | Cloud & DevOps + AI, Leadership Hiring | MBA (Human Resources)",42832,153,categorizedusers,original,15,https://awards.topmate.io/tech-learning
roshan_halwai,Roshan Halwai,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/Roshan-Halwai-1660895733.jpeg,https://topmate.io/roshan_halwai,Tech Learning,Software Engineer - Amazon USA | Ex- Amazon India | Ex- Deloitte | Mentor | 2M+ views on YouTube https://www.youtube.com/watch?v=thkuu_FWFD8,42050,21,categorizedusers,original,16,https://awards.topmate.io/tech-learning
haneet_singh,Haneet Singh,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_dcb9d9dc-7868-4625-a231-1bd5b0627410.jpeg,https://topmate.io/haneet_singh,Tech Learning,Senior Talent Partner at Adobe – Featured at Billboard Times Square | Certified LinkedIn AI Recruiter l Accessibility Envangelist l 45K+ Linkedin Fam l Linkedin Global TA Voice 🏆 | Mentor @topmate🏅,39680,74,categorizedusers,original,17,https://awards.topmate.io/tech-learning
ajaykrprajapati,Ajay Prajapati,https://static.topmate.io/rqSoyJkTLm8Lk6sks5DXDH.jpeg,https://topmate.io/ajaykrprajapati,Tech Learning,Senior Software Engineer @Google | Product Leader | Founding Engineer @ Level AI,32687,50,categorizedusers,original,18,https://awards.topmate.io/tech-learning
prateek_singhal10,Prateek Singhal,https://static.topmate.io/xA7CYYiUdweXoA1qUmcYJd.jpg,https://topmate.io/prateek_singhal10,Tech Learning,"Software Engineer - 2 at Amazon | Zero to Hero Software Engineer | Tier 3 College to Tier 1 Product Based Company | Cracked Interviews at Amazon, PhonePe, Blinkit, Swiggy, Zeta, TripAdvisor, Sharechat, CoinDCX, Spinny, Dunzo and many more",30300,40,categorizedusers,original,19,https://awards.topmate.io/tech-learning
findyournorth,Find Your North,https://static.topmate.io/eMgaSVSEHayu52rA6Xd471.jpg,https://topmate.io/findyournorth,Tech Learning,"(Rohan: Google, Zepto | IIT, Harvard), (Anshika: ShareChat, Wadhwani AI | IIM-L),(Rishabh: Cisco, Dell | BITS Pilani, NYU),(Runit: Amazon, BCG | IIT, Yale).Cumulatively 50+ YOE in Engg, PM, AI and Consulting",27102,18,categorizedusers,original,20,https://awards.topmate.io/tech-learning
gunjan_chawla,Gunjan Chawla,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_e25d1fd7-2c7b-46d8-8088-4e0c3ba631fc.jpeg,https://topmate.io/gunjan_chawla,Tech Learning,Recruiting specialist- Google,0,,,,21,https://awards.topmate.io/tech-learning
#talks about Java, Spring Boot, Aws, DSA, Design Patterns, Micro Services ,0, K8S," Angular.,74737,283,categorizedusers,original,67",,1,https://awards.topmate.io/design-patterns
